Operation,Details,Date
175682188384256001,GA6BKV237WQ7ZJE53O6LATAZUTYOAFAZQ57UO435JV2QK6HKHO2UCWOK updated offer 991145323 – sell 41.3763854 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for USDC-GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN at 0.0023 USDC/AQUA,2022-05-16 19:46:12 UTC
175682184091631617,"GDO7FV2PB3NHWYC73VSODLT2KABPK5YU62L2SUDLYHX65PPUF3MMW47G updated offer 991144995 – sell 49,607.3180084 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for XLM at 0.017 XLM/AQUA",2022-05-16 19:46:05 UTC
175682184091308055,GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 1 PENDULUMSWAP-GBBIIQAP7H6H5WIGUUFTAHJMH7FDHYAEYQN2F2XUUWN5BCTYOYAPPEND 0.0062384 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0031292 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6,2022-05-16 19:46:05 UTC
175682184091308051,GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 5 OGC-GDXBHPKWVU7VT5ZOHK5JQDOZS5XMKWOLKBXXXX5JOSVEAIDZFDS6ABDC 0.0460581 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0230382 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6,2022-05-16 19:46:05 UTC
175682184091308047,GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 50 SHIB-GCCJA6I4MTKD3MGXLL7UIHCUAZDIOA3E3SDRRZQDHAN42QI6OMXNSHIB 0.0000368 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0000184 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6,2022-05-16 19:46:05 UTC
175682184091308043,GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 2 Spacewalk-GBBIIQAP7H6H5WIGUUFTAHJMH7FDHYAEYQN2F2XUUWN5BCTYOYAPPEND 0.0122604 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0061474 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6,2022-05-16 19:46:05 UTC
175682184091308039,GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 5 MELD-GDXBHPKWVU7VT5ZOHK5JQDOZS5XMKWOLKBXXXX5JOSVEAIDZFDS6ABDC 0.0165125 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0082746 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6,2022-05-16 19:46:05 UTC
175682184091308035,"GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6 transferred 2,900 INVZ-GB3LK77V6PA56GL6ETUPGBIL5N3WTUEHFOJRTTUM2RJTLZ6VTMVYGMMG 0.0534116 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0267058 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GADBPBOYHDJUAYC34BV4LCOTTKJDK7TFAVMWN4KFSZLNGE6NXWNE5VT6",2022-05-16 19:46:05 UTC
175682184091234306,GCMTAUATIOJV2TO7BM6J2VVZI7FCI45SBYMSX3ONE45M43R6AOT4J747 updated offer 990989863 – sell 6.623841 yXLM-GARDNV3Q7YGT4AKSDF25LT32YSCCW4EV22Y2TV3I2PU2MMXJTEDL5T55 for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 61.7 AQUA/yXLM,2022-05-16 19:46:05 UTC
175682184091234305,GCMTAUATIOJV2TO7BM6J2VVZI7FCI45SBYMSX3ONE45M43R6AOT4J747 updated offer 991047456 – buy 852.6496158 yXLM-GARDNV3Q7YGT4AKSDF25LT32YSCCW4EV22Y2TV3I2PU2MMXJTEDL5T55 for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 61.3 AQUA/yXLM,2022-05-16 19:46:05 UTC
175682184090959873,"GDHQ2ID7I33JLTDDKLADFWIZWV4RYEQ36V4ZHHWE3EEDJTLLEXPPMRUP transferred 0.1672683 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA 2,119,966.2004489 SGB-GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B (min 2,104,032.9180244 SGB-GAME5YNKHIPRSMN2BI3HLS3OYD4NE6FQ2WKUUJPYYM6GU4MRDUBPHN6B) to GDHQ2ID7I33JLTDDKLADFWIZWV4RYEQ36V4ZHHWE3EEDJTLLEXPPMRUP",2022-05-16 19:46:05 UTC
175682184090759169,GDC3NMMBXUWF5HT3MJ54A56R7YFZQ2PTX6Z7O5BNV7TYO2KZC3B7BLAU updated offer 991103143 – buy 3.5554498 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for yUSDC-GDGTVWSM4MGS4T7Z6W4RPWOCHE2I6RDFCIFZGS3DOA63LWQTRNZNTTFF at 0.0022 yUSDC/AQUA,2022-05-16 19:46:05 UTC
175682184089935873,GCSM5DZ46EX5ATUWBOIX5PXFICGX7P3IS6DWXLZDQWZKDPX34LOSDAO7 transferred 107.7689247 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA 47.8646373 CSM-GAFWA2DAM34MK3UVD34ECEHO5QIO2ILHLFOPJC33INPGUPLBC2EVNCSM (min 0.000001 CSM-GAFWA2DAM34MK3UVD34ECEHO5QIO2ILHLFOPJC33INPGUPLBC2EVNCSM) to GDBNBPZWL6XAOGZT4BY7LDZUCD5GUBPB4NNZ5INCZILJ7OSM3LQUJYES,2022-05-16 19:46:05 UTC
175682184089874434,GBBZP77DT3NZ6XOBLSTLSMOHE3TH6NAXMY6R4I5B2JG3DYOOAUQV5DGV cancelled offer 991145241,2022-05-16 19:46:05 UTC
175682184089874433,GBBZP77DT3NZ6XOBLSTLSMOHE3TH6NAXMY6R4I5B2JG3DYOOAUQV5DGV cancelled offer 991145240,2022-05-16 19:46:05 UTC
175682184089600001,GAUFO5OEZONU6KM6EAYCYZ6R5CG4FB7KQ74UD7GDDP4ITWOPPTQFQM6E placed new offer 991145481 – buy 1.2509372 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for MVT-GDPTX2Z3HTJKCHTT5JHCL7M5MD7P2HVV7QUDCTBIHW2BYLO3XR4VSRSA at 0.33 MVT/AQUA,2022-05-16 19:46:05 UTC
175682184089550850,GAOL2IXJ3O7TYIPNU2WXAH7JTR3MN2FKDPGQLGWNMFN6JCF7AQ6BB2SB transferred 0.0557311 XLM (max 0.056 XLM) 0.056 XLM to GAOL2IXJ3O7TYIPNU2WXAH7JTR3MN2FKDPGQLGWNMFN6JCF7AQ6BB2SB,2022-05-16 19:46:05 UTC
175682184089481217,GCRB2WNNF7DGFIY7EQKOQYA6UNWLC4LVS5MIGJTKOH7YM42TYYNPUZMM updated offer 990708794 – buy 21.7074652 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for FRED-GCA73U2PZFWAXJSNVMEVPNPPJCZGETWPWZC6E4DJAIWP3ZW3BAGYZLV6 at 5.104 FRED/AQUA,2022-05-16 19:46:05 UTC
175682184089210881,GDWM7UKY3F6NCPIPKLNIM2MWBY5UNLBWYQLU4WSX2NVILOGHREKALJA5 transferred 13.1786958 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA 0.21702 XLM (min 0.21702 XLM) to GDWM7UKY3F6NCPIPKLNIM2MWBY5UNLBWYQLU4WSX2NVILOGHREKALJA5,2022-05-16 19:46:05 UTC
175682179795824642,"GDC3NMMBXUWF5HT3MJ54A56R7YFZQ2PTX6Z7O5BNV7TYO2KZC3B7BLAU updated offer 990861644 – sell 13,886.884276 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for yUSDC-GDGTVWSM4MGS4T7Z6W4RPWOCHE2I6RDFCIFZGS3DOA63LWQTRNZNTTFF at 0.0022 yUSDC/AQUA",2022-05-16 19:45:56 UTC
175682179795824641,GDC3NMMBXUWF5HT3MJ54A56R7YFZQ2PTX6Z7O5BNV7TYO2KZC3B7BLAU updated offer 991103143 – buy 3.550082 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for yUSDC-GDGTVWSM4MGS4T7Z6W4RPWOCHE2I6RDFCIFZGS3DOA63LWQTRNZNTTFF at 0.0022 yUSDC/AQUA,2022-05-16 19:45:56 UTC
175682179795562497,GA3GRNCXYJI4RH6GL2TEMMRAJVMNCSXQJTOLCO6RT4N5JYSKHPATNLOU cancelled offer 961703667,2022-05-16 19:45:56 UTC
175682179795316803,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 1 ETERNUM-GCN7H4HNFVXZDRIVE77EBIO3B43H76MLOJL5KTPKWVZ5EGVVSH632BVS 0.0435037 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0217979 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316799,"GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 2,900 REE-GB3LK77V6PA56GL6ETUPGBIL5N3WTUEHFOJRTTUM2RJTLZ6VTMVYGMMG 0.0533074 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0267101 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO",2022-05-16 19:45:56 UTC
175682179795316795,"GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 2,700 VSMO-GBDLWWI2XSRNL4JDRWB2YVMH2MB7HA2NALJYCK6AZGQTJ2VKPQQU7KKS 0.0165439 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.00829 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO",2022-05-16 19:45:56 UTC
175682179795316791,"GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 2,800 NLMK-GBDLWWI2XSRNL4JDRWB2YVMH2MB7HA2NALJYCK6AZGQTJ2VKPQQU7KKS 0.0171666 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.008597 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO",2022-05-16 19:45:56 UTC
175682179795316787,"GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 3,000 NATGOLDCHINA-GDNYXO5ZMBJT47BU54K5BS27N2COF54QNG67MCCM5BOVBLSJ263YABDC 0.018404 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0092108 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO",2022-05-16 19:45:56 UTC
175682179795316784,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 0.01 wXRP-GDUEBAIU4UHSJ2U4V7KOGJ4GNDCECI27QV2JA4UZ6C6J6IQPIULHFJF4 1.7195616 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.8593108 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316781,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 10 GOLDUSA-GDDBQVF7I47Q7XJ7A5U74F7G6XFKQJQMUSZTWQH7TIRRDGE7YISSWISS 0.0061986 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0031016 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316777,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 3 IXINIUMXXA-GDZIMUJH5SJWPCVUDUZNBZD2AA4SELFK4Q3JS5KSRB7AWHY4X5ISWISS 0.0551456 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0276312 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316773,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 3 SovereignGB-GDZIMUJH5SJWPCVUDUZNBZD2AA4SELFK4Q3JS5KSRB7AWHY4X5ISWISS 0.078656 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0394112 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316769,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 1 BRICS-GDZIMUJH5SJWPCVUDUZNBZD2AA4SELFK4Q3JS5KSRB7AWHY4X5ISWISS 0.0245091 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0122805 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316765,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 1 XAUoz-GDZIMUJH5SJWPCVUDUZNBZD2AA4SELFK4Q3JS5KSRB7AWHY4X5ISWISS 0.0061385 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0030709 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316761,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 10 ROSEAU-GDXBHPKWVU7VT5ZOHK5JQDOZS5XMKWOLKBXXXX5JOSVEAIDZFDS6ABDC 0.0306364 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0153506 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316758,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 1 PENDULUMSWAP-GBBIIQAP7H6H5WIGUUFTAHJMH7FDHYAEYQN2F2XUUWN5BCTYOYAPPEND 0.0062565 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0031292 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316756,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 5 OGC-GDXBHPKWVU7VT5ZOHK5JQDOZS5XMKWOLKBXXXX5JOSVEAIDZFDS6ABDC 0.0459853 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0230413 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316753,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 10 MELD-GDXBHPKWVU7VT5ZOHK5JQDOZS5XMKWOLKBXXXX5JOSVEAIDZFDS6ABDC 0.0330959 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.016548 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316748,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 2 Spacewalk-GBBIIQAP7H6H5WIGUUFTAHJMH7FDHYAEYQN2F2XUUWN5BCTYOYAPPEND 0.0122959 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0061474 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316744,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 10 INDUSGOLD-GDZIMUJH5SJWPCVUDUZNBZD2AA4SELFK4Q3JS5KSRB7AWHY4X5ISWISS 0.2585722 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.1295595 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795316739,GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO transferred 3 STARLIGHT-GBBIIQAP7H6H5WIGUUFTAHJMH7FDHYAEYQN2F2XUUWN5BCTYOYAPPEND 0.0187856 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0093858 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GAHGWSRMQ57DOPCD4Z7VIBSBGM4OO7X3YVVBHR3PK7L4V4UGLQK2GPUO,2022-05-16 19:45:56 UTC
175682179795075073,GAUFO5OEZONU6KM6EAYCYZ6R5CG4FB7KQ74UD7GDDP4ITWOPPTQFQM6E cancelled offer 991145308,2022-05-16 19:45:56 UTC
175682179794817027,GACBT2BIEZCSZRSJC4BSARF2TFNGJPGT7RMFIF3M3DBK3YOMN7DOEAJ2 updated offer 991034128 – sell 800 XLM for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 61.7 AQUA/XLM,2022-05-16 19:45:56 UTC
175682179794817026,"GACBT2BIEZCSZRSJC4BSARF2TFNGJPGT7RMFIF3M3DBK3YOMN7DOEAJ2 updated offer 990747323 – sell 2,821.8990135 XLM for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 62.4 AQUA/XLM",2022-05-16 19:45:56 UTC
175682179794817025,GACBT2BIEZCSZRSJC4BSARF2TFNGJPGT7RMFIF3M3DBK3YOMN7DOEAJ2 updated offer 991143832 – buy 13.4510581 XLM for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 61.3 AQUA/XLM,2022-05-16 19:45:56 UTC
175682179794546689,"GDO7FV2PB3NHWYC73VSODLT2KABPK5YU62L2SUDLYHX65PPUF3MMW47G updated offer 991142595 – sell 47,930.7414388 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for XLM at 0.017 XLM/AQUA",2022-05-16 19:45:56 UTC
175682179794518017,GCSNSOVTM7PWN7YA4SQTEHN4K37MUHWZ2QMLAOC34WIIT4WADU4V7XRV updated offer 991141387 – buy 0.1286618 USDC-GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN for AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA at 450 AQUA/USDC,2022-05-16 19:45:56 UTC
175682179794231297,GCRB2WNNF7DGFIY7EQKOQYA6UNWLC4LVS5MIGJTKOH7YM42TYYNPUZMM updated offer 990708794 – buy 21.7074653 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA for FRED-GCA73U2PZFWAXJSNVMEVPNPPJCZGETWPWZC6E4DJAIWP3ZW3BAGYZLV6 at 5.104 FRED/AQUA,2022-05-16 19:45:56 UTC
175682179794227215,GASFH7U7QWJ4QMF6RFXYETNPKY2K3GMR6F5SH7M5SJZVJMMCJIBPVLQE transferred 5.48456 CYBR-GABNWSV4PNJTZNGQY44S77H3KQ36CMM5AI76KPNR3PLKQW2WPPOUCYBR 0.0000307 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0000154 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GASFH7U7QWJ4QMF6RFXYETNPKY2K3GMR6F5SH7M5SJZVJMMCJIBPVLQE,2022-05-16 19:45:56 UTC
175682179794227211,GASFH7U7QWJ4QMF6RFXYETNPKY2K3GMR6F5SH7M5SJZVJMMCJIBPVLQE transferred 3.6162 Agricole-GB632ZHRHDXQAUQFDWLX5GB2XWBKZ7T5TNYWEKT7GTQ7XJ564EJYCBDC 0.0000429 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA (min 0.0000214 AQUA-GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA) to GASFH7U7QWJ4QMF6RFXYETNPKY2K3GMR6F5SH7M5SJZVJMMCJIBPVLQE,2022-05-16 19:45:56 UTC
